x,y
-1.6,3.6
-1.6,3.5
-1.62,3.4
-1.64,3.3
-1.65,3.2
-1.66,3.1
-1.67,3
-1.68,2.9
-1.69,2.8
-1.71,2.7
-1.72,2.6
-1.73,2.5
-1.74,2.4
-1.75,2.3
-1.76,2.2
-1.78,2.1
-1.79,2
-1.8,1.9
