x,y
-1.8,1.9
-1.81,1.8
-1.83,1.7
-1.84,1.6
-1.85,1.5
-1.87,1.4
-1.88,1.3
-1.89,1.2
-1.9,1.1
-1.92,1
-1.93,0.9
-1.95,0.8
-1.96,0.7
-1.97,0.6
-1.99,0.5
-2,0.4
-2,-0.4
